,index,Count
2767,ORDER  RESEARCH,2
2768,LOADING,2
2769,CONTRACT#EP-BPA-11-H-0337  TASK  ENERGY,2
2770,TASK  ENERGY,2
2771,TASK  ENERGY  STAR,2
2772,INFORMATION  INFORMATION,2
2773,INFORMATION  INFORMATION  SERVICE,2
2774,NATIONAL  INFORMATION,2
2775,NATIONAL  INFORMATION  INFORMATION,2
2776,TRANSPORTATION,2
2777,REQUIREMENTS,2
2778,SUPPORT  DEVELOPMENT  ORDER,2
2779,EPA  ARBOR,2
2780,REMEDIATION,2
2781,SERVICES  EPA  ARBOR,2
2782,SUPPORT  CONTRACT  SUPPORT,2
2783,PROGRAM  SUPPORT  CONTRACT,2
2784,CONTRACT  SUPPORT  CONTRACT,2
2785,MODIFICATION  MODIFICATION  PROVIDE,2
2786,ANALYTICAL  SUPPORT  INCREMENTAL,2
2787,$473209.00/4095  PROVIDE,2
2788,TASK  ORDER  RESEARCH,2
2789,$473209.00/4095,2
2790,GLOUCESTER,2
2791,$276160.29.,2
2792,ALL  WORK  PERFORMANCE,2
2793,SOUTH  GLOUCESTER,2
2794,ICF/CONTRACT#EP-BPA-11-0037,2
2795,ICF/CONTRACT#EP-BPA-11-0037  TASK,2
2796,MANAGEMENT  SERVICES  CONTRACT,2
2797,ICF/CONTRACT#EP-BPA-11-0037  TASK  ORDER#310.,2
2798,IGF::CLCT::IGF  ICF/CONTRACT#EP-BPA-11-0037,2
2799,ORDER  CONTRACT  MODIFICATION,2
2800,SITE  MAYWOOD,2
2801,IGF::CLCT::IGF  ICF/CONTRACT#EP-BPA-11-0037  TASK,2
2802,MAYWOOD,2
2803,WELSBACH  SOUTH,2
2804,WELSBACH  SOUTH  GLOUCESTER,2
2805,ORDER#310.,2
2806,ADDITIONAL  LOADING,2
2807,CONTRACTOR  SUPPORT  EPA,2
2808,INFORMATION  MODIFICATION,2
2809,ORDER#310.  $276160.29.,2
2810,TASK  ORDER#310.,2
2811,OPTION  PERIOD  SERVICES,2
2812,TASK  ORDER#310.  $276160.29.,2
2813,PERIOD  SERVICES,2
2814,SUPERFUND  SITE  BOROUGH,2
2815,SUPPORT  (ADFS)  SUPPORT,2
2816,SUPPORT  (ADFS),2
2817,MONITORING  PROGRAM  MONITORING,2
2818,SUPERFUND  TECHNICAL,2
2819,DEVELOPMENT  SUPPORT)  PROGRAM,2
2820,DIRECTORY,2
2821,AMOUNT  $30000,2
2822,DIRECTORY  ETC.),2
2823,DIRECTORY  ETC.)  SUPPORT,2
2824,DIRECTORY  SUPPORT,2
2825,ST.LOUIS,2
2826,SITE  ST.LOUIS,2
2827,DIRECTORY  SUPPORT  OFFICE,2
2828,ETC.),2
2829,ETC.)  SUPPORT,2
2830,ETC.)  SUPPORT  (ADFS),2
2831,MAINTENANCE  SUPPORT  MANAGEMENT,2
2832,MANAGEMENT  (TAM),2
2833,MANAGEMENT  (TAM)  SUPPORT,2
2834,MGR.ETC),2
2835,MGR.ETC)  SUPPORT,2
2836,ACTION  SITE  ST.LOUIS,2
2837,AMOUNT  $500000.00.,2
2838,ACTIVITIES  FLUXES,2
2839,MGR.ETC)  SUPPORT  SUPPORT,2
2840,ACTIVITIES  FLUXES  PRACTICES,2
2841,ANALYSIS  CHANGE,2
2842,ANALYSIS  CHANGE  FOREST,2
2843,QUALITY  MONITORING  PROGRAM,2
2844,DEVELOPMENT  SUPPORT),2
2845,CHANGE  FOREST,2
2846,CENTER  (DMMW),2
2847,FUNCTIONS  MODIFICATION  AVENUE,2
2848,MODIFICATION  AVENUE,2
2849,#0006,2
2850,DEPOSITION,2
2851,#0006  SITE,2
2852,ORDER  #0006,2
2853,ORDER  #0006  SITE,2
2854,MODIFICATION  PURPOSE  ORDER,2
2855,DEPOSITION  RESPONSE,2
2856,(ADFS),2
2857,LOADS,2
2858,TASK  ORDER  #0006,2
2859,(ADFS)  SUPPORT,2
2860,LOADS  DEPOSITION,2
2861,(ADFS)  SUPPORT  MGR.ETC),2
2862,(DMMW),2
2863,(DMMW)  PERIOD,2
2864,REGION  1  REGION,2
2865,(DMMW)  PERIOD  PERFORMANCE,2
2866,(TAM),2
2867,LOADS  DEPOSITION  RESPONSE,2
2868,(TAM)  SUPPORT,2
2869,(TAM)  SUPPORT  SUPPORT,2
2870,AMOUNT  (DMMW),2
2871,AMOUNT  (DMMW)  PERIOD,2
2872,CHANGE,2
2873,FUNCTIONS  ENVIRONMENTAL,2
2874,PROGRAM  SUPPORT  SUPPORT,2
2875,15,2
2876,PROGRAM  DIRECTORY,2
2877,ORDER  ASSESSMENT  SUPPORT,2
2878,MODIFICATION  FUNDS  SUPERFUND,2
2879,OBLIGATE  FUNDS  WORK,2
2880,PROGRAM  DIRECTORY  SUPPORT,2
2881,CHANNEL  SUPERFUND  SITE,2
2882,CHANNEL  SUPERFUND,2
2883,CHANNEL,2
2884,(OU5)  CHANNEL  SUPERFUND,2
2885,(OU5)  CHANNEL,2
2886,(OU5),2
2887,ADDITIONALLY  FUNDING  AMOUNT,2
2888,DEVELOPMENT  TASK  ORDER,2
2889,DEVELOPMENT  TASK,2
2890,PERIOD  ALL  TASK,2
2891,DEVELOPMENT  IGF::CLCT::IGF,2
2892,ADDITIONAL  ACTION,2
2893,QUALITY  SUPPORT  SITE,2
2894,SUPPORT  CONTRACTOR,2
2895,SUPPORT  ENERGY  SUPPORT,2
2896,PROGRAM  DEVELOPMENT  SUPPORT,2
2897,BOROUGH,2
2898,DEVELOPMENT  SUPPORT  ENERGY,2
2899,REMEDIAL  ACTION  SUPERFUND,2
2900,SITE  BOROUGH,2
2901,ADDITIONALLY  FUNDING,2
2902,FUNCTIONS  CONTRACTOR,2
2903,CHANGE  FOREST  POLICIES,2
2904,WATER  SERVICES,2
2905,FLUXES,2
2906,1  REGION,2
2907,OFFICE  AMOUNT,2
2908,OFFICE  AMOUNT  (DMMW),2
2909,PERFORMANCE  CENTER,2
2910,FLUXES  PRACTICES,2
2911,FOREST,2
2912,FOREST  POLICIES,2
2913,FOREST  POLICIES  ACTIVITIES,2
2914,POLICIES,2
2915,ANALYSIS  MANAGEMENT,2
2916,SUPPORT  ENERGY  FUNDS,2
2917,PERFORMANCE  CENTER  (DMMW),2
2918,POLICIES  ACTIVITIES,2
2919,ENERGY  FUNDS,2
2920,POLICIES  ACTIVITIES  FLUXES,2
2921,PERIOD  PERFORMANCE  CENTER,2
2922,PURPOSE  SUPPORT,2
2923,MAINTENANCE  SUPERFUND,2
2924,PURPOSE  SUPPORT  ANALYSIS,2
2925,MAINTENANCE  SUPERFUND  SITE,2
2926,OPTION  MONITORING,2
2927,SUPPORT  ANALYSIS  CHANGE,2
2928,MAINTENANCE  EPA,2
2929,FUNCTIONS  CONTRACTOR  PROVIDE,2
2930,PERIOD  $4660000.00.  TASK,2
2931,SITE  WATER,2
2932,FUNDING  AMOUNT  $500000.00.,2
2933,$459257.00  CEILING,2
2934,ESTIMATE  INCREMENTAL  FUNDING,2
2935,ESTIMATE  INCREMENTAL,2
2936,REGION  9  MODIFICATION,2
2937,CONTRACT  REGION  9,2
2938,9  MODIFICATION,2
2939,NATIONAL  RESPONSE,2
2940,SUPPORT  SERVICES  ENVIRONMENTAL,2
2941,PERIOD  AMOUNT  $215155.85.,2
2942,AMOUNT  $215155.85.,2
2943,$215155.85.,2
2944,HOURS  CEILING,2
2945,EXERCISE  CONTRACT  CEILING,2
2946,CONTRACT  CEILING  4000,2
2947,CEILING  4000  HOURS,2
2948,CEILING  4000,2
2949,PROGRAM  MODIFICATION,2
2950,CEILING  $28480.00  CEILING,2
2951,CEILING  $28480.00,2
2952,MAINTENANCE  UPDATES,2
2953,4000  HOURS  CEILING,2
2954,4000  HOURS,2
2955,MODIFICATION  PWS,2
2956,MODIFICATION  PWS  ESTIMATE,2
2957,PWS  ESTIMATE,2
2958,EMERGENCY  OPERATIONS,2
2959,EPA  REGION  PROGRAM,2
2960,OFFICE  INFORMATION,2
2961,REGION  EMERGENCY  OPERATIONS,2
2962,MONITORING  QUALITY,2
2963,MONITORING  QUALITY  SUPPORT,2
2964,REGION  CENTER  REGION,2
2965,OPERATIONS  CENTER,2
2966,FUNCTIONS  SUPPORT  REGION,2
2967,EMERGENCY  OPERATIONS  CENTER,2
2968,CENTER  REGION  EMERGENCY,2
2969,PWS  ESTIMATE  INCREMENTAL,2
2970,CENTER  REGION,2
2971,WATER  SYSTEM  TECHNICAL,2
2972,SYSTEM  TECHNICAL  ASSISTANCE,2
2973,SYSTEM  TECHNICAL,2
2974,RESEARCH  MODIFICATION,2
2975,PROPOSAL  INCREMENTAL  FUNDING,2
2976,PROPOSAL  INCREMENTAL,2
2977,PROPOSAL,2
2978,ASSESSMENT  RESPONSE,2
2979,4000,2
2980,$459257.00,2
2981,EPA  REGION  REGION,2
2982,$28480.00  CEILING,2
2983,SERVICES  6,2
2984,(EPA),2
2985,ENVIRONMENTAL  (EPA),2
2986,AMOUNT  $300000.00.  OPTION,2
2987,$300000.00.  OPTION  PERIOD,2
2988,$300000.00.  OPTION,2
2989,MAINTENANCE  SYSTEM,2
2990,FUNCTIONS  MAINTENANCE  SERVICE,2
2991,OPTION  PERIOD  II,2
2992,PERIOD  II,2
2993,CONTRACT  ALL,2
2994,PERIOD  CONTRACTOR,2
2995,OPTION  PERIOD  CONTRACTOR,2
2996,EPA  ENVIRONMENTAL  RESEARCH,2
2997,STATION,2
2998,ADDITIONAL  SUPPORT  EPA,2
2999,PROCEDURES,2
3000,AWARD  ALL,2
3001,EPA  OVERSIGHT  SITE,2
3002,SERVICE  TECHNICAL,2
3003,TECHNICAL  TECHNICAL,2
3004,REGION  MAINTENANCE,2
3005,AWARD  TECHNOLOGY,2
3006,CONTRACTOR  BASIS  ARREARS,2
3007,B.3  B.4,2
3008,$28480.00,2
3009,INSTRUMENTS,2
3010,INSTRUMENTS  PARTS,2
3011,SERVICE  SERVICE,2
3012,CONTRACT  OPTION  CONTRACT,2
3013,CONTRACT  B.1  B.3,2
3014,CONTRACT  B.1,2
3015,ICP  ICP,2
3016,B.4,2
3017,B.3,2
3018,CONTRACTOR  BASIS,2
3019,B.1  B.3  B.4,2
3020,B.1  B.3,2
3021,B.1,2
3022,RESULT  CONTRACT,2
3023,MAINTENANCE  ALL,2
3024,SERVICES  OPTION,2
3025,ARREARS,2
3026,BASIS,2
3027,BASIS  ARREARS,2
3028,PROGRAM  OVERSIGHT,2
3029,REGION  PROGRAM,2
3030,REGION  PROGRAM  OVERSIGHT,2
3031,REGION  WATER  SUPPORT,2
3032,1  31  ALL,2
3033,OPTION  PERIOD  MODIFICATION,2
3034,START  CONTRACT  SUPERFUND,2
3035,TECHNICAL  SUPPORT  WORK,2
3036,PROVIDE  SUPPORT  REGION,2
3037,SUPPORT  SOLUTIA  SAUGET,2
3038,SUPPORT  SOLUTIA,2
3039,CONTRACT  AMOUNT,2
3040,SPRINGFIELD  OH  CORPORATION,2
3041,SPRINGFIELD  OH,2
3042,SOLUTIA  SAUGET  IL,2
3043,SOLUTIA  SAUGET,2
3044,SOLUTIA,2
3045,SAUGET  IL  CLEVELAND,2
3046,SAUGET  IL,2
3047,SAUGET,2
3048,OPTION  PERIOD  STUDENT,2
3049,PROPERTIES  LLC  SPRINGFIELD,2
3050,PROPERTIES  LLC,2
3051,PRODUCTS  AKRON  OH,2
3052,PERIOD  STUDENT,2
3053,(NTTA)  CONTRACT  IGF::CLCT::IGF,2
3054,(NTTA)  CONTRACT,2
3055,(NTTA),2
3056,PERIOD  PROGRAM  PURPOSE,2
3057,$95144.00.  PERIOD,2
3058,$95144.00.  PERIOD  $225144.00.,2
3059,AMOUNT  $95144.00.,2
3060,AMOUNT  $95144.00.  PERIOD,2
3061,PERIOD  $225144.00,2
3062,PERIOD  $225144.00  $242983.00,2
3063,PERIOD  $225144.00.,2
3064,PERIOD  $225144.00.  PERIOD,2
3065,PERIOD  AMOUNT  $95144.00.,2
3066,PROGRAM  PERIOD  PROGRAM,2
3067,MODIFICATION  FUNDING  ACTION,2
3068,TECHNICAL  ASSISTANCE  SUPPORT,2
3069,ASSISTANCE  SUPPORT,2
3070,ASSISTANCE  CONTRACT,2
3071,ENFORCEMENT  PERMITTING,2
3072,ENFORCEMENT  PERMITTING  ASSISTANCE,2
3073,PERMITTING  ASSISTANCE,2
3074,PERMITTING  ASSISTANCE  CONTRACT,2
3075,SERVICE  EPA  OFFICE,2
3076,SYSTEM  SERVICE,2
3077,PERIOD  STUDENT  SERVICES,2
3078,PRODUCTS  AKRON,2
3079,OH  PROPERTIES  LLC,2
3080,ORDER  QUALITY  MONITORING,2
3081,CLEVELAND  OH,2
3082,CLEVELAND  CLEVELAND  OH,2
3083,OPTION  OBLIGATE  FUNDING,2
3084,CLEVELAND  CLEVELAND,2
3085,ATTICA  ADDITIONAL,2
3086,ATTICA,2
3087,AKRON  OH  EVENDALE,2
3088,AKRON  OH,2
3089,AKRON,2
3090,QUALITY  MONITORING  MODIFICATION,2
3091,CORPORATION,2
3092,ACTION  SUPPORT  SOLUTIA,2
3093,MODIFICATION  FUNDING  MODIFICATION,2
3094,WATER  EMERGENCY,2
3095,(WARN),2
3096,(WARN)  WATER,2
3097,(WARN)  WATER  INFORMATION,2
3098,RESPONSE  (WARN),2
3099,RESPONSE  (WARN)  WATER,2
3100,EPA  REGION  WATER,2
3101,CLEVELAND  OH  PRODUCTS,2
3102,CORPORATION  ATTICA,2
3103,OH  PROPERTIES,2
3104,IL  CLEVELAND  CLEVELAND,2
3105,OH  PRODUCTS  AKRON,2
3106,OH  PRODUCTS,2
3107,OH  EVENDALE  EVENDALE,2
3108,OH  EVENDALE,2
3109,AWARD  TECHNOLOGIES,2
3110,OH  CORPORATION  ATTICA,2
3111,OH  CORPORATION,2
3112,LLC  SPRINGFIELD  OH,2
3113,LLC  SPRINGFIELD,2
3114,IL  CLEVELAND,2
3115,CORPORATION  ATTICA  ADDITIONAL,2
3116,IL,2
3117,EVENDALE  OH  PROPERTIES,2
3118,ANALYSIS  MODIFICATION,2
3119,EVENDALE  OH,2
3120,ANALYTICAL  SUPPORT  ANALYSIS,2
3121,SUPPORT  ANALYSIS  MODIFICATION,2
3122,EVENDALE  EVENDALE  OH,2
3123,EVENDALE  EVENDALE,2
3124,EVENDALE,2
3125,WORK  ALL,2
3126,EQUIPMENT  SUPPORT,2
3127,$242983.00  ALL  TERMS,2
3128,$258701.42,2
3129,QUALITY  SOLUTIONS  SUPPORT,2
3130,QUALITY  SOLUTIONS,2
3131,$1000000.00.,2
3132,SERVICES  PROVIDE  TECHNICAL,2
3133,MANAGEMENT  ANALYTICAL  CONTRACT,2
3134,ANALYTICAL  CONTRACT,2
3135,MANAGEMENT  SYSTEM  MANAGEMENT,2
3136,OPTION  PERIOD  PERFORMANCE,2
3137,CONTRACT  LEVEL,2
3138,MANAGEMENT  SUPPORT  OFFICE,2
3139,SAMPLING  REMOVAL  RADIOLOGICAL,2
3140,SAMPLING  REMOVAL,2
3141,REMOVAL  RADIOLOGICAL,2
3142,RADIOLOGICAL,2
3143,MEASUREMENT  SAMPLING  REMOVAL,2
3144,MEASUREMENT  SAMPLING,2
3145,DEVELOPMENT  SUPPORT  OFFICE,2
3146,LEVEL,2
3147,OUTREACH  COMMUNICATIONS  SUPPORT,2
3148,$253692.72,2
3149,$253692.72  MODIFICATION,2
3150,SERVICES  QUALITY  SOLUTIONS,2
3151,SOLUTIONS,2
3152,WATER  COLIFORM  E.COLI,2
3153,COLIFORM  E.COLI,2
3154,TDRS  TENSIOMETERS  LYSIMETERS,2
3155,TENSIOMETERS,2
3156,TENSIOMETERS  LYSIMETERS,2
3157,TENSIOMETERS  LYSIMETERS  LOUISVILLE,2
3158,SOLUTIONS  SUPPORT,2
3159,MODIFICATION  CEILING  OPTION,2
3160,CEILING  PERIOD,2
3161,ANALYSIS  WATER  COLIFORM,2
3162,COLIFORM,2
3163,COLIFORM  E.COLI  ENTEROCOCCI,2
3164,WATER  COLIFORM,2
3165,E.COLI,2
3166,E.COLI  ENTEROCOCCI,2
3167,E.COLI  ENTEROCOCCI  WATER,2
3168,ENTEROCOCCI,2
3169,ENTEROCOCCI  WATER,2
3170,ENTEROCOCCI  WATER  QUALITY,2
3171,MONITORING  EPA,2
3172,MONITORING  EPA  EDISON,2
3173,QUALITY  MONITORING  EPA,2
3174,$253692.72  MODIFICATION  OPTION,2
3175,OUTREACH  COMMUNICATIONS,2
3176,PERIOD  ORDER  FUNDS,2
3177,OUTREACH,2
3178,SERVICES  CONTRACT  LEVEL,2
3179,$87473.71,2
3180,$87473.71  MODIFICATION,2
3181,$87473.71  MODIFICATION  OPTION,2
3182,CEILING  $206460.30,2
3183,CEILING  $87473.71,2
3184,CEILING  $87473.71  MODIFICATION,2
3185,PERIOD  CEILING  $206460.30,2
3186,PERIOD  CEILING  $87473.71,2
3187,OPTION  PERIODS,2
3188,PERIODS,2
3189,30  30  CEILING,2
3190,30  CEILING  OPTION,2
3191,EP-B15H-00001  PURPOSE,2
3192,EP-B15H-00001  PURPOSE  MODIFICATION,2
3193,ORDER  EP-B15H-00001  PURPOSE,2
3194,SUPPORT  ENVIRONMENTAL  ORDER,2
3195,EPA  MANAGEMENT,2
3196,ENVIRONMENTAL  ORDER  PURPOSE,2
3197,ENVIRONMENTAL  ORDER,2
3198,TASK  SUPPORT  TASK,2
3199,$206460.30,2
3200,$131210.59,2
3201,II  III  OPTION,2
3202,III  OPTION,2
3203,INITIATIVE  OUTREACH  COMMUNICATIONS,2
3204,INITIATIVE  OUTREACH,2
3205,INITIATIVE,2
3206,$517403.16,2
3207,COMMUNICATIONS  SUPPORT,2
3208,CEILING  $253692.72,2
3209,CEILING  $253692.72  MODIFICATION,2
3210,CEILING  $517403.16,2
3211,III  OPTION  PERIOD,2
3212,OPTION  III,2
3213,SERVICES  CONTRACT  PURPOSE,2
3214,OPTION  III  IV,2
3215,OPTION  III  REMAIN,2
3216,OPTION  OPTION  III,2
3217,II  REMAIN  OPTION,2
3218,ORDER  SYSTEM,2
3219,ORDER  OPTION  III,2
3220,PERIOD  CEILING  $253692.72,2
3221,II  REMAIN,2
3222,PERIOD  CEILING  $517403.16,2
3223,TDRS  TENSIOMETERS,2
3224,TDRS,2
3225,LYSIMETERS  LOUISVILLE,2
3226,LYSIMETERS,2
3227,STUDIES  TECHNICAL  SUPPORT,2
3228,STUDIES  TECHNICAL,2
3229,STUDIES  INFORMATION  STUDIES,2
3230,STUDIES  INFORMATION,2
3231,STUDIES,2
3232,SOX  MERCURY,2
3233,SOX,2
3234,WORK  EPA,2
3235,NOX  SOX  MERCURY,2
3236,NOX  SOX,2
3237,NOX,2
3238,MERCURY,2
3239,INFORMATION  STUDIES  TECHNICAL,2
3240,INFORMATION  STUDIES,2
3241,ENVIRONMENTAL  MAINTENANCE,2
3242,ENVIRONMENTAL  MAINTENANCE  SERVICES,2
3243,EPA  INFORMATION  SUPPORT,2
3244,EPA  INFORMATION,2
3245,ORDER  ADDITIONAL,2
3246,SUPPORT  SERVICES  MANAGEMENT,2
3247,SERVICES  MANAGEMENT  EPA,2
3248,SUPPORT  NOX,2
3249,SUPPORT  NOX  SOX,2
3250,SUPPORT  TECHNICAL  STUDIES,2
3251,SERVICES  FUNDING  OPTION,2
3252,ORDER  FUNDS  PURPOSES,2
3253,FUNDS  PURPOSES,2
3254,CONTROLLERS,2
3255,CONTROLLERS  SYSTEMS,2
3256,CONTROLLERS  SYSTEMS  EPA,2
3257,FUNCTIONS  MAINTENANCE  CONTROLLERS,2
3258,MAINTENANCE  CONTROLLERS,2
3259,MAINTENANCE  CONTROLLERS  SYSTEMS,2
3260,SYSTEMS  EPA,2
3261,$1567051.93.,2
3262,TECHNICAL  STUDIES,2
3263,CEILING  $1567051.93.,2
3264,CONTRACT  CEILING  $1567051.93.,2
3265,MANAGEMENT  MAINTENANCE,2
3266,MANAGEMENT  MAINTENANCE  SERVICES,2
3267,RESULT  AMOUNT  CONTRACT,2
3268,SERVICES  MODIFICATION  PROVIDE,2
3269,TECHNICAL  SUPPORT  TECHNICAL,2
3270,TECHNICAL  SUPPORT  NOX,2
3271,TECHNICAL  STUDIES  INFORMATION,2
3272,RESEARCH  CENTER  RESEARCH,2
3273,$97087.38,2
3274,CENTER  RESEARCH  PARK,2
3275,EPA  WORK,2
3276,ENGINES  CFR,2
3277,ENGINES  CFR  DYNAMOMETERS,2
3278,SAMPLER),2
3279,SAMPLER)  ANALYTICAL,2
3280,SAMPLER)  ANALYTICAL  AND,2
3281,SUPPORT  ENGINES,2
3282,SUPPORT  ENGINES  CFR,2
3283,SYSTEM  SAMPLER),2
3284,SYSTEM  SAMPLER)  ANALYTICAL,2
3285,PERIOD  AMOUNT  $120000.00.,2
3286,DYNAMOMETERS  SYSTEM,2
3287,INSTALLATION,2
3288,AMOUNT  $240000.00.  TASK,2
3289,AMOUNT  $240000.00.,2
3290,AMOUNT  $120000.00.  AMOUNT,2
3291,$240000.00.  TASK  ORDER,2
3292,$240000.00.  TASK,2
3293,$240000.00.,2
3294,$120000.00.  AMOUNT  $240000.00.,2
3295,$120000.00.  AMOUNT,2
3296,DYNAMOMETERS  SYSTEM  SAMPLER),2
3297,DYNAMOMETERS,2
3298,CENTER  RESEARCH,2
3299,TECHNICAL  ASSISTANCE  INCREMENTAL,2
3300,FUNDING  CONTRACT  NATIONAL,2
3301,HEALTH,2
3302,SAFETY  ENVIRONMENTAL  MANAGEMENT,2
3303,SAFETY  ENVIRONMENTAL,2
3304,SAFETY,2
3305,RESEARCH  DEVELOPMENT  CINCINNATI,2
3306,ENVIRONMENTAL  CONTRACT  NATIONAL,2
3307,DEVELOPMENT  CINCINNATI,2
3308,FACILITY  CINCINNATI,2
3309,NATIONAL  TECHNICAL  ASSISTANCE,2
3310,CFR  DYNAMOMETERS  SYSTEM,2
3311,OPTION  MANAGEMENT  SUPPORT,2
3312,OPTION  MANAGEMENT,2
3313,TASK  ORDER  ORDER,2
3314,ANALYTICAL  AND,2
3315,ANALYTICAL  AND  SYSTEM,2
3316,AND  SYSTEM,2
3317,AND  SYSTEM  SYSTEM,2
3318,CFR,2
3319,CFR  DYNAMOMETERS,2
3320,$95144.00.,2
3321,$242983.00  ALL,2
3322,FUNDING  AMOUNT  $45000.00.,2
3323,ORDER  EP-W-10-032/TO402,2
3324,HISTORIC  CURRENT  STATES,2
3325,HISTORIC  CURRENT,2
3326,HISTORIC,2
3327,GENERALLY  TASK  EPA,2
3328,GENERALLY  TASK,2
3329,GENERALLY,2
3330,EPA  WEBSITE  HISTORIC,2
3331,EPA  WEBSITE,2
3332,EPA  CONTRACT  ($150000,2
3333,EFFORTS,2
3334,CURRENT  STATES  NATIONS,2
3335,CURRENT  STATES,2
3336,PROVIDE  ASSISTANCE,2
3337,CURRENT,2
3338,$500000,2
3339,CONTRACT  ($150000  GENERALLY,2
3340,CONTRACT  ($150000,2
3341,($150000  GENERALLY  TASK,2
3342,($150000  GENERALLY,2
3343,($150000,2
3344,TASK  ORDER  EP-W-10-032/TO402,2
3345,NATIONS,2
3346,NATIONS  EFFORTS,2
3347,STATES  NATIONS,2
3348,CONTRACT  PROVIDE  TECHNICAL,2
3349,TECHNICAL  TASK  ORDER,2
3350,SITE  START,2
3351,REMOVAL  ASSESSMENT,2
3352,REMOVAL  ASSESSMENT  TASK,2
3353,PROVIDE  SUPPORT  SUPPORT,2
3354,MANAGEMENT  EPA  PURPOSE,2
3355,TASK  ALL,2
3356,TASK  ALL  TERMS,2
3357,AVAILABLE,2
3358,SUPPORT  DATABASES  APPLICATIONS,2
3359,STATES  NATIONS  EFFORTS,2
3360,SUPPORT  DATABASES,2
3361,DATABASES  APPLICATIONS,2
3362,DATABASES,2
3363,MODIFICATION  WORK  AMOUNT,2
3364,WEBSITE  HISTORIC  CURRENT,2
3365,WEBSITE  HISTORIC,2
3366,TASK  EPA  WEBSITE,2
3367,ORDER  CONTRACT  FUNDING,2
3368,TASK  EPA,2
3369,ORDER  EP-W-10-032/TO402  GREENCHILL,2
3370,GREENCHILL  IGF::CLCT::IGF,2
3371,PERIOD  PERFORMANCE  ALL,2
3372,GREENCHILL,2
3373,DISPOSING  WATER,2
3374,DISPOSING  WATER  CONTAINMENT,2
3375,DOWN,2
3376,DOWN  DISPOSING,2
3377,DOWN  DISPOSING  WATER,2
3378,EMERGENCY  REMOVAL,2
3379,GIBRALTOR  WORK,2
3380,GIBRALTOR  WORK  STABILIZATION,2
3381,IGF::OT::IGF  INCREMENTAL,2
3382,IGF::OT::IGF  INCREMENTAL  FUNDING,2
3383,PLANT  GIBRALTOR  WORK,2
3384,STABILIZATION  DOWN,2
3385,STABILIZATION  DOWN  DISPOSING,2
3386,WATER  CONTAINMENT,2
3387,WATER  CONTAINMENT  COUNTERMEASURES,2
3388,WORK  STABILIZATION,2
3389,WORK  STABILIZATION  DOWN,2
3390,ACTIVITY  SAVANNA,2
3391,ACTIVITY,2
3392,TECHNICAL  SERVICES  TASK,2
3393,ORDER  TECHNICAL  SERVICES,2
3394,DISPOSING,2
3395,COUNTERMEASURES  EMERGENCY  REMOVAL,2
3396,COUNTERMEASURES  EMERGENCY,2
3397,SERVICES  CONTRACT  EPA,2
3398,EP-W-10-032/TO402  GREENCHILL  IGF::CLCT::IGF,2
3399,EP-W-10-032/TO402  GREENCHILL,2
3400,CONTRACT  FUNDING  MODIFICATION,2
3401,EP-W-10-032/TO402,2
3402,ICF  CONTRACT#EP-W-10-031  $50000.00.,2
3403,(E.G.,2
3404,CONTRACT#EP-W-10-031  $50000.00.  IGF::CLCT::IGF,2
3405,CONTRACT#EP-W-10-031  $50000.00.,2
3406,MILWAUKEE,2
3407,REGION  MANAGEMENT  SERVICES,2
3408,COUNTERMEASURES,2
3409,PURPOSE  WORK,2
3410,CREOSOTE  LOUISVILLE,2
3411,WORK  SITE,2
3412,WORK  SITE  CLIFTON,2
3413,SERVICES  CONTRACT  MODIFICATION,2
3414,CONTRACT  MODIFICATION  EXERCISE,2
3415,CONTAINMENT,2
3416,CONTAINMENT  COUNTERMEASURES,2
3417,CONTAINMENT  COUNTERMEASURES  EMERGENCY,2
3418,AWARD  PERIOD  PERFORMANCE,2
3419,PURPOSE  MODIFICATION  CONTRACTOR,2
3420,WATER  SITE  SPEEDWAY,2
3421,SPEEDWAY,2
3422,SITE  CLEVELAND,2
3423,CONTRACT  ER,2
3424,ER,2
3425,ORDER  CONTRACT  ER,2
3426,AMOUNT  $50000.00.  ADDITIONAL,2
3427,$50000.00.  ADDITIONAL  FUNDING,2
3428,$50000.00.  ADDITIONAL,2
3429,ACTIVITIES  MODIFICATION  FUNDING,2
3430,START  REMOVAL  INCREMENTAL,2
3431,ASSESSMENT  MODIFICATION  FUNDING,2
3432,SITE  ASSESSMENT  MODIFICATION,2
3433,ASSOCIATED  RESPONSE,2
3434,REMOVAL  RESPONSE  INCREMENTAL,2
3435,RESPONSE  INCREMENTAL  FUNDING,2
3436,AWARD  SITE,2
3437,ORDER  AWARD  EP-S5-13-01,2
3438,EP-S5-13-01  0011  WORK,2
3439,EP-S5-13-01  0011,2
3440,ACTION  SITE  LOUIS,2
3441,FUNDING  REMOVAL  RESPONSE,2
3442,LOUIS,2
3443,ACTION  SITE  CLEVELAND,2
3444,$500000.00,2
3445,WORK  (SOW),2
3446,SITE  SPRINGBORO,2
3447,AMOUNT  $45000.00.  ADDITIONAL,2
3448,AMOUNT  $45000.00.,2
3449,$45000.00.  ADDITIONAL  FUNDING,2
3450,$45000.00.  ADDITIONAL,2
3451,$45000.00.,2
3452,ACTION  SITE  DELTON,2
3453,DELTON,2
3454,SITE  DELTON,2
3455,ACTION  SITE  SPRINGBORO,2
3456,SPRINGBORO,2
3457,$30000.00.,2
3458,CEILING  $150000.00,2
