Product or Service Code,Product or Service Description,Contracting Agency Name,Contracting Department Name,Funding Agency Name,Principal Place of Performance City Name,Principal Place of Performance State Code,Principal Place of Performance Country Name,Signed Date,Extent Competed,Fair Opportunity/Limited Sources,Type of Contract,Description of Requirement,Vendor Name,PIID,Referenced  IDV PIID,DUNS Number,Action Obligation
C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,SEATTLE,WA,UNITED STATES,8/27/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,LABOR HOURS,"IGF::OT::IGF

THIS TASK ORDER IS A CONTRACT CROSSOVER FROM REGION 6 TO REGION 10, FOR THE HAMILTON LABREE SITE.",EA ENGINEERING SCIENCE AND TECHNOLOGY INCORPORATED,104,EPW06004,69381812,"$69,577.00 "
C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,SEATTLE,WA,UNITED STATES,9/23/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"IGF::OT::IGF
FORMOSA MINE SITE.  THIS TASK ORDER IS A CONTRACT CROSSOVER FROM REGION 6 TO REGION 10.",EA ENGINEERING SCIENCE AND TECHNOLOGY INCORPORATED,105,EPW06004,69381812,"$72,863.00 "
C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,WASHINGTON,DC,UNITED STATES,1/20/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"IGF::OT::IGF - MASTER PLAN SERVICES FOR THE US EPA, ATHENS, GA FACILITY.","SMITHGROUP, INC.",5,EPC12062,5381660,"$41,479.07 "
C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,WASHINGTON,DC,UNITED STATES,1/29/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"IGF::OT::IGF - MASTER PLAN SERVICES FOR THE US EPA, LAS VEGAS, NV FACILITY.","SMITHGROUP, INC.",7,EPC12062,5381660,"$657,578.82 "
C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,CA,UNITED STATES,3/4/2015,NOT COMPETED,,TIME AND MATERIALS,"A&E ENVIRONMENTAL SERVICES, AEROJET.","SULLIVAN ENVIRONMENTAL SOLUTIONS, LLC",EP0002,EPR90901,69452600,"$90,798.82 "
C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,CA,UNITED STATES,3/4/2015,NOT COMPETED,,TIME AND MATERIALS,"A&E ENVIRONMENTAL SERVICES, AEROJET.","SULLIVAN ENVIRONMENTAL SOLUTIONS, LLC",EP0001,EPR90901,69452600,"$123,894.99 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,6/24/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"ABC OU 1, LONG TERM RESPONSE ACTION",BLACK & VEATCH SPECIAL PROJECTS CORP,EP0009,EPS40902,603168931,"$73,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,8/5/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"CABOT CARBON/KOPPERS SITE


IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,67,EPS40902,603168931,"$37,574.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,8/7/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,EQUIS/DART TECHNICAL ASSISTANCE (039-TATA-0400),BLACK & VEATCH SPECIAL PROJECTS CORP,EP0039,EPS40902,603168931,"$100,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,8/14/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"BREWER GOLD MINE OU1 RD

IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,74,EPS40902,603168931,"$500,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,8/14/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,COPPER BASIN MINING DISTRICT,BLACK & VEATCH SPECIAL PROJECTS CORP,EP0035,EPS40902,603168931,"$30,497.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,8/28/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"BREWER GOLD MINE, RA",BLACK & VEATCH SPECIAL PROJECTS CORP,EP0016,EPS40902,603168931,"$1,050,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,8/28/2015,,,TIME AND MATERIALS,"SONFORD PRODUCTS OU1, RD",BLACK & VEATCH SPECIAL PROJECTS CORP,EP0008,EPS40902,603168931,"$40,560.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,9/3/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"RAM LEATHER CARE SITE, RI/FS",BLACK & VEATCH SPECIAL PROJECTS CORP,EP0040,EPS40902,603168931,"$41,226.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,9/24/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"CAMILLA WOOD SITE
REMEDIAL ACTION",BLACK & VEATCH SPECIAL PROJECTS CORP,62,EPS40902,603168931,"$239,748.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,9/28/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"ABC OU 1, LONG TERM RESPONSE ACTION",BLACK & VEATCH SPECIAL PROJECTS CORP,EP0009,EPS40902,603168931,"$54,171.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,9/28/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,ORE KNOB MINING SITE (RI/FS),BLACK & VEATCH SPECIAL PROJECTS CORP,EPDTO400048,EPS40902,603168931,"$30,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,9/28/2015,,,TIME AND MATERIALS,"ABC OU 2, REMEDIAL ACTION, 010-RARA-049E",BLACK & VEATCH SPECIAL PROJECTS CORP,EP0010,EPS40902,603168931,"$34,423.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALPHARETTA,GA,UNITED STATES,9/29/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,ALTERNATE ENERGY RESOURCES RD/OS (058-ROBE-A4GG),BLACK & VEATCH SPECIAL PROJECTS CORP,58,EPS40902,603168931,"$30,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ANNISTON,AL,UNITED STATES,9/24/2015,,,TIME AND MATERIALS,ANNISTON PCB SITE (OU4),J. M. WALLER ASSOCIATES INC,EP0001,EPS40803,627009152,"$80,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,6/3/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,SMALLEY PIPER RA,BLACK & VEATCH SPECIAL PROJECTS CORP,59,EPS40902,603168931,"$600,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,7/21/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"IGF::OT::IGF


ALTERNATIVE ENERGY RESOURCES SITE =- FUNDS ARE NEEDED FOR REMEDIAL ACTION OVERSIGHT OF PRPS ACTIVITIES",BLACK & VEATCH SPECIAL PROJECTS CORP,71,EPS40902,603168931,"$100,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,7/28/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"ALAMO CONTAMINATED GROUNDWATER SITE (RI/FS)
IGF::OT::IGF",J. M. WALLER ASSOCIATES INC,28,EPS40803,627009152,"$509,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,8/28/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"CAPE FEAR WOOD PRESERVING (FS)

IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,66,EPS40902,603168931,"$519,255.18 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/4/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"SONFORD PRODUCTS OU2, REMEDIAL DESIGN",BLACK & VEATCH SPECIAL PROJECTS CORP,EPDTO400047,EPS40902,603168931,"$26,350.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/8/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"ELMORE RD 
IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,76,EPS40902,603168931,"$180,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/15/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"UNITED METALS, INC. LTRA (063-LRLR-04TH)",BLACK & VEATCH SPECIAL PROJECTS CORP,63,EPS40902,603168931,"$150,600.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/18/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"BREWER GOLD MINE OU1 RD

IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,74,EPS40902,603168931,"$48,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/18/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"BRUNSWICK WOOD PRESERVING SITE, ONGOING RA",BLACK & VEATCH SPECIAL PROJECTS CORP,EPDTO400046,EPS40902,603168931,"$1,160,252.50 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/23/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"CRISTEX DRUM SITE RI/FS 
IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,73,EPS40902,603168931,"$333,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/23/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,SMALLEY PIPER RA,BLACK & VEATCH SPECIAL PROJECTS CORP,59,EPS40902,603168931,"$135,775.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/23/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"CAPE FEAR WOOD PRESERVING (FS)

IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,66,EPS40902,603168931,"$389,505.13 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/25/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,"SONFORD PRODUCT SUPERFUND SITE 
IGF::CT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,68,EPS40902,603168931,"$106,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/25/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"BRUNSWICK WOOD PRESERVING SITE, ONGOING RA",BLACK & VEATCH SPECIAL PROJECTS CORP,EPDTO400046,EPS40902,603168931,"$239,748.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/25/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,GREEN REMEDIATION TECHNICAL ASSISTANCE TASK ORDER - 049-TATA-0400,BLACK & VEATCH SPECIAL PROJECTS CORP,EPG10400049,EPS40902,603168931,"$118,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/27/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"CONDUCT RI/FS ACTIVITIES AT THE WALKER MACHINE SITE IN COLLIERVILLE TN 

IGF::OT::IGF",BLACK & VEATCH SPECIAL PROJECTS CORP,72,EPS40902,603168931,"$133,244.44 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/27/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,TOWER CHEMICAL COMPANY SUPERFUND SITE RD FOR GW.,BLACK & VEATCH SPECIAL PROJECTS CORP,57,EPS40902,603168931,"$51,390.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/28/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"WEST FLORIDA NATURAL GAS REMEDIAL ACTION CONTRACT 
IGF::OT::IGF",J. M. WALLER ASSOCIATES INC,46,EPS40803,627009152,"$50,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,GA,UNITED STATES,9/30/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"ALAMO CONTAMINATED GROUNDWATER SITE (RI/FS)
IGF::OT::IGF",J. M. WALLER ASSOCIATES INC,28,EPS40803,627009152,"$51,751.10 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,BON AQUA,TN,UNITED STATES,9/21/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"WRIGLEY CHARCOAL
IGF::OT::IGF",J. M. WALLER ASSOCIATES INC,40,EPS40803,627009152,"$300,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINNAMINSON,NJ,UNITED STATES,3/31/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,COST PLUS FIXED FEE,"ADDITIONAL SITE-SPECIFIC INCREMENTAL FUNDING FOR CONTINUATION OF RI/FS FOR CINNAMINSON GROUNDWATER CONTAMINATION SITE, OU 4, NEW JERSEY.","LOS ALAMOS TECHNICAL ASSOCIATES, INC.",EPW10007,,792524626,"$425,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,DALLAS,TX,UNITED STATES,5/18/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::OT::IGF
OTHER FUNCTION 

STATE AUTHORIZATION AND CODIFICATION SUPPORT RCRA CLUSTERS XIX THROUGH XXI",DPRA INCORPORATED,EP126000056,,962282356,"$28,245.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ELIZABETH CITY,NC,UNITED STATES,4/10/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,TRIANGLE PACIFIC SITE - RI/FS OVERSIGHT,BLACK & VEATCH SPECIAL PROJECTS CORP,EP0037,EPS40902,603168931,"$56,834.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT VALLEY,GA,UNITED STATES,9/18/2015,,,TIME AND MATERIALS,WOOLFOLK OU5(RI/FS),J. M. WALLER ASSOCIATES INC,EP0006,EPS40803,627009152,"$75,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GASTONIA,NC,UNITED STATES,9/21/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"SANFORD RA OVERSIGHT 
036-RXBF-A4YC
IGF::OT::IGF",J. M. WALLER ASSOCIATES INC,36,EPS40803,627009152,"$118,250.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,3/3/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,"GARVEY ELEVATOR OU#02  
REMEDIAL DESIGN - 
IGF::CL::IGF",HYDROGEOLOGIC INCORPORATED,63,EPS70505,193942604,"$600,000.00 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,3/30/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"FORMER UNITED ZINC 
IGF::CL::IGF",HYDROGEOLOGIC INCORPORATED,56,EPS70505,193942604,"$93,470.84 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,5/20/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,10TH STREET- LTRA OU2 - AMENDMENT FOR TASK ORDER #2,HYDROGEOLOGIC INCORPORATED,EPS70505EP0002,EPS70505,193942604,"$392,355.10 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,6/16/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,"GARVEY ELEVATOR OU#02 RD - HYDROGEOLOGICAL, INC. EP-S7-05-05IGF::CL::IGF",HYDROGEOLOGIC INCORPORATED,63,EPS70505,193942604,"$270,028.43 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,7/7/2015,,,TIME AND MATERIALS,"INCREASE SCOPE AND ADD FUNDING IN THE AMOUNT OF $148,622.98.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.

CURRENT OBLIGATION: $148,622.98
TOTAL OBLIGATION: $738,190.15
TASK ORDER CEILING  $738,190.15",HYDROGEOLOGIC INCORPORATED,EP0031,EPS70505,193942604,"$148,622.98 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,8/17/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,"OAK GROVE VILLAGE 

MODIFICATION NECESSARY TO INCREASE SCOPE AND ADD FUNDING.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.

TASK ORDER LEVEL COR AND INVOICE APPROVING OFFICIAL--TONYA HOWELL
ALTERNATE TASK ORDER LEVEL COR--DEBRA DORSEY

CURRENT OBLIGATION: $26,385.02
TOTAL OBLIGATION: $231,848.09
TASK ORDER CEILING: $231,848.09",HYDROGEOLOGIC INCORPORATED,49,EPS70505,193942604,"$26,385.02 "
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,HERNDON,VA,UNITED STATES,8/17/2015,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,"COMPASS PLAZA WELL OU#01 RI/FS 

MODIFICATION NECESSARY TO INCREASE SCOPE AND ADD ADDITIONAL FUNDING.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.
TASK ORDER LEVEL COR AND INVOICE APPROVING OFFICIAL--TONYA HOWELL
ALTERNATE TASK ORDER LEVEL COR--DEBRA DORSEY

CURRENT OBLIGATION: $450,000.00
TOTAL OBLIGATION: $1,205,614.02
TASK ORDER CEILING: $1,462,947.15

IGF::CL::IGF",HYDROGEOLOGIC INCORPORATED,57,EPS70505,193942604,"$450,000.00 "
